CSIRO vegetation type,,,,,,,,,,,,,,,,,,,,
CSIRO,"(ice,water,urban:0)/grass:1/shrub:2/woody:3",,,,,,,,,,,,,,,,,,,
CSIRO type,,,,,,,,,,,,,,,,,,,,
14,0.033333333,0.04,0.006666667,0.008,0.014084507,0.016901408,0.05,0.05,0.35,,,,,,,,,,,
15,0.025,0.03,0.006666667,0.008,0.014084507,0.016901408,0.05,0.05,0,,,,,,,,,,,
16,0.025,0.03,0.007407407,0.008888889,0.014084507,0.016901408,0.05,0.05,0,,,,,,,,,,,
17,0.025,0.03,0.006666667,0.008,0.014084507,0.016901408,0.05,0.05,0,,,,,,,,,,,
,Nleaf,Nwood,Nfrt,N met,N Str,Ncwd,N mic,N slow,N Pass,N Nmin,,,,,,,,,,
vegtype,gN/m2,gN/m2,gN/m2,gN/m2,gN/m2,gN/m2,gN/m2,gN/m2,gN/m2,gN /m2,,,,,,,,,,
1,7.541248812,31.46158523,6.097561,0.0644806,1.394485107,2.424102128,52.86639776,919.7293186,295.0264162,1000,,,,,,,,,,
2,9.9,102,38,0.743909548,2.891750547,8.524183013,1.137765442,20.78728214,880.1208742,1000,,,,,,,,,,
3,1.609968976,22.73360745,5.36585368,0.059392657,1.851822034,3.106932203,59.70785149,1074.741327,338.7867722,1000,,,,,,,,,,
4,3.756594203,80.24989359,5.36585368,0.137224576,2.083661017,6.581995871,40.55553953,743.5501456,336.0794947,1000,,,,,,,,,,
5,2.933333304,2.755555404,3.41463416,0.053822894,0.262963283,0.826565829,16.80450549,297.69853,92.43179963,1000,,,,,,,,,,
6,4.572380808,0,6.414634172,0.476207509,0.339406082,0,42.56431308,379.6291084,278.6613496,1000,,,,,,,,,,
7,4.572380808,0,6.414634172,0.476207509,0.339406082,0,42.56431308,379.6291084,278.6613496,1000,,,,,,,,,,
8,4.572380808,0.339443313,6.414634172,0.476207509,0.339406082,0.067888663,42.56431308,379.6291084,278.6613496,1000,,,,,,,,,,
9,5.33333328,0,5.85365856,0.476207509,0.339406082,0,51.24247399,457.0292178,335.4757995,1000,,,,,,,,,,
10,5.33333328,0,5.85365856,0.476207509,0.339406082,0,51.24247399,457.0292178,335.4757995,1000,,,,,,,,,,
