Lat	GREENUP	GREENUP	GREENUP	GREENUP	GREENUP	GREENUP	GREENUP	GREENUP	FALL	FALL	FALL	FALL	FALL	FALL	FALL	FALL	PHENDOY1	PHENDOY1	PHENDOY1	PHENDOY1	PHENDOY1	PHENDOY1	PHENDOY1	PHENDOY1
-46.25	280	276	262	266	266	266	251	251	59	52	44	53	53	53	39	39	2	2	2	2	2	2	2	2
-46.75	280	277	262	266	266	266	253	253	59	51	41	50	50	50	41	41	2	2	2	2	2	2	2	2
-47.25	280	279	263	266	266	266	260	260	59	51	38	48	48	48	44	44	2	2	2	2	2	2	2	2
-47.75	280	280	265	268	268	268	267	267	59	52	35	45	45	45	43	43	2	2	2	2	2	2	2	2
-48.25	280	282	267	269	269	269	269	269	59	51	34	46	46	46	43	43	2	2	2	2	2	2	2	2
-48.75	280	282	268	271	271	271	271	271	59	51	30	44	44	44	46	46	2	2	2	2	2	2	2	2
-49.25	280	283	269	272	272	272	273	273	59	51	28	42	42	42	47	47	2	2	2	2	2	2	2	2
-49.75	280	284	270	274	274	274	275	275	59	51	32	41	41	41	48	48	2	2	2	2	2	2	2	2
-50.25	280	286	272	276	276	276	277	277	59	52	32	41	41	41	50	50	2	2	2	2	2	2	2	2
-50.75	280	288	273	278	278	278	278	278	59	53	31	42	42	42	50	50	2	2	2	2	2	2	2	2
-51.25	280	289	275	279	279	279	278	278	59	53	34	42	42	42	50	50	2	2	2	2	2	2	2	2
-51.75	280	290	276	280	280	280	278	278	59	54	34	42	42	42	50	50	2	2	2	2	2	2	2	2
-52.25	280	290	276	280	280	280	278	278	59	54	35	42	42	42	50	50	2	2	2	2	2	2	2	2
-52.75	280	290	276	280	280	280	278	278	59	54	35	42	42	42	50	50	2	2	2	2	2	2	2	2
-53.25	280	290	276	280	280	280	278	278	59	54	35	42	42	42	50	50	2	2	2	2	2	2	2	2
-53.75	280	290	276	280	280	280	278	278	59	54	35	42	42	42	50	50	2	2	2	2	2	2	2	2
-54.25	280	290	276	280	280	280	278	278	59	54	35	42	42	42	50	50	2	2	2	2	2	2	2	2
-54.75	280	290	276	280	280	280	278	278	59	54	35	42	42	42	50	50	2	2	2	2	2	2	2	2
-55.25	280	290	276	280	280	280	278	278	59	54	35	42	42	42	50	50	2	2	2	2	2	2	2	2
